"Nintendo har presenterat en ny version av sin spelkonsol Switch som man valt att kalla för Switch Lite. Det handlar om en konsol som är helt och hållet ämnad för handhållet spelande och som kommer att släppas den 20 september. Eftersom det handlar om en nedbantad version av den ordinarie Switch-konsolen som släpptes under våren 2017, så blir Switch Lite förstås också en smula billigare.  Samtliga Switchspel som har stöd för handhållet läge kommer att fungera även med Switch Lite.","df543acaae6b961c152abfe22babbc9f36c9f616,3491ca1b-f4c1-438c-ac56-73e823771c72,ae368b90501b461850ea1df9605c497f43114778,eea30dae-0d6c-4a2f-afe0-116331f20356"
"Svenska EU-parlamentarikern Tomas Tobé (M) har valts till ordförande för Europaparlamentets utvecklingsutskott. Det skriver Expressen och hänvisar till ett pressmeddelande. M-toppen nominerades av partigruppen EPP och är den första svenska moderat att leda ett utskott i EU. ”Jag kommer med full kraft gå in i detta uppdrag”, säger Tobén i pressmeddelandet. Utskottet ansvarar för bistånds- och utvecklingspolitiken i EU och får varje år ett bistånd på över 50 miljarder euro.","085b665c82b1eb9012c8b7df522ac407f44d5f88,054f7ef046319f2890ff28784054cd759c033f2b,5d0b9998-952f-4e42-a58d-2ad481c36e0f,d86d51cf-f2a7-4853-8475-791decdb234a,95af3054-f3f7-43d5-82dd-f3f50caa0c12,80c3aed9-c83e-4f90-a44b-7989e859a4d3,6ec9b60ef2aac5d7f679c0f8ac20804c65c28ff8,7fbceeb7-00dc-4d1f-a9b6-48ed49b2b1d2,25ccfe04580415a79de105d7edf1a6aa83b8127e"
"Biljetterna till industrimetalbandet Rammsteins spelning på Ullevi nästa sommar tog slut på en timme. Nu meddelar arrangören FKP Scorpio att bandet ger ytterligare en spelning på Ullevi dagen efter, skriver Göteborg Direkt. – De är större än någonsin och blir bara större, säger Niklas Westergren, marknadschef hos FKP Scorpio.","65a3477e-0007-44fe-9d71-77062c2510e8,5a7ababac43b35df0ef990cf41da501e6d941f66,82486e7616597b9321efc1ef818838e88eb80149,cc2e8dda-7a22-4f13-a186-ce7458d721ab,98b395f9-aa9d-4e20-bc04-9e4eaf1545d7"
"Pia Sundhage är aktuell för jobbet som ny förbundskapten för Brasiliens landslag, skriver Sportexpressen med hänvisning till Globo.  Den nuvarande förbundskaptenen Vadão uppges vara på väg bort efter att laget endast gått till åttondelsfinal i årets VM och fotbollsförbundet ska vara ut efter Sundhage som ersättare. Enligt Globo har en första kontakt tagits och Sundhage ska vara positivt inställd.  Pia Sundhage har varit förbundskapten för USA och Sverige och är i nuläget förbundskapten för Sveriges U15- och U17-landslag.","e9e09aba1fdbafe083b07a8dea6bb407d191838f,d41525334055314505cd376fc6a93b9bc18b3579,57ce7139b039e00a2b1aa0908640bc92e8f10ddd"
"Nio rådjur har dött de senaste månaderna efter att ha svalt plastpåsar i Naraparken i Japan. Det uppger en vildmarksgrupp till AFP och menar att turismen kan vara orsaken. Människor som besöker parken är förbjudna att mata djuren med annat än sockerfria kakor, men flera ger djuren andra snacks. Rådjuren ser därför ingen skillnad på själva snackset eller påsen de ligger i och äter även upp skärpet som slängs på marken. I parken bor över 1 000 rådjur som vanligen äter gräs och ekollon.","45233cf9d400ea5d5ebbf923c539e4ba0941d7c7,9d981aa7f2e3b35ca1f32210f0e2e5ab4c7b31f4,26af75fe243bff27ea5c8cfec5de4a30784d2185,843956d1c203e01c32fde62f3e82cb3725558821"
"Tonsättaren Sven-David Sandströms postuma sommarprat i Sveriges Radio påminner mer om ett naturligt och ledigt samtal än någon manusbunden högläsning, tycker DN:s recensent Jacob Lundström. ”Det är ett lätt och ledigt sommarprat”, skriver han. Lundström får medhåll av GP:s recensent Carl Magnus Juliusson, som kallar sommarpratet ”en hyllning till öppenhet och nyfikenhet”. Paradoxalt nog präglas programmet ändå av en sorg, inspelat bara veckor innan Sandström dog. ”För en månad sedan gick han bort och nu sitter han framför oss igen och pratar”, skriver Carl Magnus Juliusson – som ändå tycker det finns något försonande i tonsättarens val av musik ”som inte sällan rör döden och livet efter detta”.","17fee7a0-4b24-4cc1-9350-0a7977c85190,3ff1ebff-1595-4eae-bdce-28f167c3e8fa,5a7ababac43b35df0ef990cf41da501e6d941f66,6012c7fb-bdca-4b55-8960-6685670c36c1"
"Hösten 2018 uppdagades det att 339 miljoner personuppgifter läckt ut från hotellkedjan Marriott. Av de drabbade personerna så var 30 miljoner europér, något som nu kan bli mycket kostsamt för Marriott till följd av dataskyddslagstiftningen GDPR. Det rapporterar Computer Sweden.  Den brittiska GDPR-myndigheten Information Commissioner’s Office (ICO) har nu utfärdat ett preliminärt beslut om att bötfälla Marriott med motsvarande 1,17 miljarder kronor för brott mot GDPR. Marriott kan fortfarande komma med synpunkter och bötesbeloppet kan komma att ändras.","abe011a3-3e34-45a0-9090-f32fcf46f73b,ae368b90501b461850ea1df9605c497f43114778"
"Landslagsbacken Filip Helander är klar för skotska Glasgow Rangers, enligt uppgifter till Sportbladet.  Han skulle därmed lämna Serie A-klubben Bolonga där han fått begränsat med speltid. Enligt tidningens uppgifter ska klubbarna vara överens om övergången och transfersumman uppges ligga på runt 50 miljoner kronor.","cc762e61-f731-4c98-96f3-d0026d395136,d41525334055314505cd376fc6a93b9bc18b3579,fa015847d5d3d1648e4a095b2189ffcdf013bf35"
"Den amerikanska nätverksjätten Cisco har lagt vantarna på bolaget Acacia Communications som sysslar med optisk kommunikation. Det rapporterar Zdnet. Cisco ska ha betalat motsvarande 24,6 miljarder kronor för Acacia. Cisco motiverar köpet med att man har användning för Acacias teknik när det gäller stora delar av sin egen verksamhet med nätverksutrustning för till exempel molnleverantörer. Acacia är redan idag en stor leverantör till just Cisco.","7b0d8393a90af55e3d4818ecfbef84565b4da1b6,ae368b90501b461850ea1df9605c497f43114778"
"I ett nytt lagförslag kräver den demokratiske senatorn Joe Manchin från West Virginia att USA:s dam- och herrlandslag får jämställda löner, skriver flera medier.  Enligt förslaget ska regeringens stöd till herrarnas fotbolls-VM 2026, som ska delas mellan USA, Kanada och Mexiko, dras tillbaka om inte damerna får lika lön.  – Löneskillnaden mellan amerikanska herr- och damspelare i fotboll är oacceptabel och jag är glad att damlandslagets seger har mynnat ut i ett allmänt ifrågasättande, säger Manchin. Tidigare i år stämde damlaget det amerikanska fotbollsförbundet eftersom det ansåg att skillnaderna mellan herrarna och damerna när det gäller ekonomisk ersättning, vård och researrangemang är diskriminerande.","57ce7139b039e00a2b1aa0908640bc92e8f10ddd,d41525334055314505cd376fc6a93b9bc18b3579,28575def6f3c27c67db32a67edca42fe7acafb71,8daa229e-84fd-4fac-8c3c-c99b6e6b2d9e,05224d7f-5573-40c4-8e2e-936c27de3bdf,803c8d58-293a-4f2e-910f-5d7717fb54f2,9050eaf972828656c88d8704360f0b8e65bee3f0,bd15de4ce31221e011121ec74d334a942dd4e8d2"
 bottnar, men klarar sig även på mjukbottnar vilket gör att den har potential att klara sig längs den svenska kusten.","080b141135a0185b28ead46224fc5b9a74be79d0,21923d66-a4d2-4332-85a4-680798050803,81924e3c-7e18-4c75-9123-1521d6a5f680,26af75fe243bff27ea5c8cfec5de4a30784d2185"
1feb696867c694336f47906dba84b,14d3bb62-5c39-4aff-aa62-9cd3d781407b"
"Kriminalprofessorn Leif GW Persson riktar kritik mot häktningen av amerikanske rapstjärnan Asap Rocky i TV4:s Nyhetsmorgon. Att åklagaren beskrivit det som en grov misshandel tycker han går ”bortom rimliga fantasier” – och ställer sig frågandes till varför personen som slår rapparens livvakt inte har delgivits någon misstanke om misshandel. – Olustigt ärende, säger Leif GW Persson, som tror att ASAP Rocky kommer få sitta 14 dagar på rutinmässiga skäl för att sedan släppas.","cbdb6c2ad2bed8bec22f51565f5c9724f8748472,c72fe79263bebda40f56207b8f3b701e2f3984d1,5a7ababac43b35df0ef990cf41da501e6d941f66,1c5c0370e3c1dd5d4f41ea72b0e8880e94e7c0d4"
